,car_id,date,mileage,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,oil_quality,engine_performance,vibration_level,engine_temperature,maintenance_needed
286,1,2022-10-14,17700,15.08,24.96,0.0,3.393,80.55,86.0,3.0,78.62,1
287,1,2022-10-15,17724,7.65,63.49,0.0,3.379,80.51,86.0,2.77,80.98,1
288,1,2022-10-16,17811,-7.17,46.17,0.0,3.335,80.45,85.97,5.85,79.61,1
289,1,2022-10-17,17892,35.74,20.8,0.0,3.295,80.37,85.96,3.71,81.52,1
290,1,2022-10-18,17914,7.33,47.83,0.0,3.285,80.34,85.95,5.41,79.9,1
291,1,2022-10-19,17962,20.18,25.39,0.0,3.262,80.3,85.93,9.09,80.62,1
292,1,2022-10-20,18008,25.19,46.13,0.0,3.238,80.29,85.9,6.31,78.32,1
293,1,2022-10-21,18053,33.3,86.27,0.0,3.216,80.27,85.86,5.28,79.37,1
294,1,2022-10-22,18081,9.28,85.54,0.0,3.203,80.19,85.85,6.13,78.88,1
295,1,2022-10-23,18127,38.85,27.13,0.0,3.18,80.14,85.83,1.79,79.49,1
296,1,2022-10-24,18172,11.72,70.64,0.0,3.157,80.11,85.8,7.12,80.46,1
297,1,2022-10-25,18254,-7.5,83.81,0.0,3.117,80.05,85.79,1.56,81.25,1
298,1,2022-10-26,18292,6.65,81.95,0.0,3.099,80.01,85.76,1.65,80.09,1
299,1,2022-10-27,18384,39.38,40.4,0.0,3.053,79.94,85.74,7.0,79.79,1
300,1,2022-10-28,18443,21.9,78.36,0.0,3.024,79.9,85.71,4.23,80.0,1
301,1,2022-10-29,18523,5.05,55.18,0.0,2.984,79.86,85.7,6.47,79.91,1
302,1,2022-10-30,18616,-4.41,56.15,0.0,2.937,79.79,85.69,8.74,78.12,1
303,1,2022-10-31,18687,2.74,71.98,0.0,2.902,79.72,85.67,6.14,81.37,1
304,1,2022-11-01,18786,8.68,39.0,0.0,2.854,79.7,85.65,5.84,81.0,1
305,1,2022-11-02,18872,31.9,80.11,0.0,2.811,79.66,85.65,8.19,79.53,1
306,1,2022-11-03,18936,9.24,54.26,0.0,2.779,79.63,85.63,3.58,78.92,1
307,1,2022-11-04,19028,-4.73,35.57,0.0,2.734,79.59,85.62,3.27,78.98,1
308,1,2022-11-05,19056,27.47,60.03,0.0,2.721,79.51,85.59,3.26,80.78,1
309,1,2022-11-06,19076,15.01,48.84,0.0,2.709,79.45,85.58,4.33,79.48,1
310,1,2022-11-07,19166,-2.86,68.45,0.0,2.665,79.38,85.55,7.06,80.63,1
311,1,2022-11-08,19214,23.66,48.57,0.0,2.64,79.32,85.52,5.74,80.73,1
312,1,2022-11-09,19284,32.17,53.96,0.0,2.606,79.25,85.5,4.17,77.85,1
313,1,2022-11-10,19360,-9.33,48.68,0.0,2.567,79.19,85.48,5.38,79.85,1
314,1,2022-11-11,19424,-6.29,46.28,0.0,2.536,79.12,85.44,3.23,81.9,1
315,1,2022-11-12,19473,8.47,23.17,0.0,2.512,79.08,85.42,6.2,81.13,1
316,1,2022-11-13,19500,17.42,24.65,0.0,2.501,79.07,85.4,7.25,81.24,1
317,1,2022-11-14,19563,-9.27,34.51,0.0,2.469,79.02,85.38,5.71,80.71,1
318,1,2022-11-15,19646,27.94,61.8,0.0,2.427,78.94,85.36,3.5,78.83,1
319,1,2022-11-16,19724,25.64,47.03,0.0,2.389,78.87,85.33,9.15,81.99,1
320,1,2022-11-17,19766,-3.32,51.07,0.0,2.368,78.8,85.32,5.2,80.55,1
321,1,2022-11-18,19830,21.82,42.72,0.0,2.334,78.73,85.31,6.23,81.16,1
322,1,2022-11-19,19925,13.08,88.83,0.0,2.287,78.72,85.29,6.87,80.44,1
323,1,2022-11-20,19990,31.22,64.1,0.0,2.254,78.65,85.28,4.06,81.32,1
324,1,2022-11-21,20057,18.84,24.71,0.0,2.221,78.62,85.27,4.41,81.79,1
325,1,2022-11-22,20111,-9.32,25.62,0.0,2.194,78.59,85.25,4.59,80.71,1
326,1,2022-11-23,20140,36.92,49.04,0.0,2.18,78.51,85.22,3.32,81.15,1
327,1,2022-11-24,20183,18.94,59.86,0.0,2.159,78.43,85.19,-0.03,79.43,1
328,1,2022-11-25,20244,14.71,80.27,0.0,2.127,78.38,85.18,7.38,81.98,1
329,1,2022-11-26,20284,8.66,85.92,0.0,2.107,78.33,85.16,5.19,80.09,1
330,1,2022-11-27,20368,27.39,76.72,0.0,2.066,78.24,85.14,4.33,81.22,1
331,1,2022-11-28,20446,-9.04,74.54,0.0,2.027,78.21,85.09,2.79,80.58,1
332,1,2022-11-29,20501,18.63,39.39,0.0,1.999,78.16,85.08,4.24,81.1,1
333,1,2022-11-30,20575,1.54,84.1,0.0,1.962,78.1,85.06,4.67,81.16,1
334,1,2022-12-01,20667,26.87,40.06,0.0,1.915,78.05,85.04,3.97,80.78,1
335,1,2022-12-02,20750,38.77,77.19,0.0,1.873,77.97,85.02,2.61,80.71,1
336,1,2022-12-03,20779,13.75,23.87,0.0,1.859,77.91,85.0,6.09,79.83,1
337,1,2022-12-04,20808,0.99,21.44,0.0,1.846,77.87,84.97,6.19,80.51,1
338,1,2022-12-05,20849,-2.65,43.99,0.0,1.825,77.79,84.95,5.47,80.04,1
339,1,2022-12-06,20912,15.28,30.09,0.0,1.796,77.75,84.94,6.83,80.58,1
340,1,2022-12-07,20940,-7.15,49.3,0.0,1.783,77.69,84.92,2.84,81.74,1
341,1,2022-12-08,20972,-7.75,28.84,0.0,1.767,77.61,84.9,-1.65,79.73,1
342,1,2022-12-09,21039,31.91,45.3,0.0,1.735,77.53,84.88,4.51,80.94,1
343,1,2022-12-10,21135,37.57,32.28,0.0,1.684,77.5,84.86,0.81,82.11,1
344,1,2022-12-11,21192,23.08,29.89,0.0,1.655,77.45,84.82,6.69,81.08,1
345,1,2022-12-12,21283,20.19,60.36,0.0,1.61,77.41,84.8,6.04,82.92,1
346,1,2022-12-13,21343,6.88,89.2,0.0,1.582,77.31,84.77,6.34,82.71,1
347,1,2022-12-14,21439,20.01,23.75,0.0,1.535,77.28,84.75,3.0,80.57,1
348,1,2022-12-15,21530,37.43,86.13,0.0,1.49,77.24,84.72,8.18,81.18,1
349,1,2022-12-16,21566,-2.28,54.11,0.0,1.472,77.16,84.71,9.05,81.14,1
350,1,2022-12-17,21625,28.14,23.18,0.0,1.443,77.08,84.69,5.61,80.55,1
351,1,2022-12-18,21653,3.92,79.71,0.0,1.429,77.03,84.67,3.86,81.82,1
352,1,2022-12-19,21734,20.42,39.67,0.0,1.387,76.94,84.65,5.56,80.1,1
353,1,2022-12-20,21809,32.82,78.45,0.0,1.35,76.86,84.62,3.59,80.37,1
354,1,2022-12-21,21891,-8.49,87.3,0.0,1.309,76.77,84.59,3.78,80.7,1
355,1,2022-12-22,21978,20.98,61.97,0.0,1.266,76.73,84.59,5.94,83.58,1
356,1,2022-12-23,22055,7.34,50.5,0.0,1.228,76.67,84.58,5.66,81.69,1
357,1,2022-12-24,22112,36.95,51.7,0.0,1.201,76.62,84.59,4.63,80.06,1
358,1,2022-12-25,22195,23.1,72.58,0.0,1.16,76.58,84.57,7.21,81.6,1
359,1,2022-12-26,22264,2.47,70.2,0.0,1.126,76.55,84.56,3.94,80.67,1
360,1,2022-12-27,22345,11.5,78.17,0.0,1.086,76.49,84.54,5.83,81.11,1
361,1,2022-12-28,22369,21.61,60.85,0.0,1.074,76.46,84.51,5.13,82.85,1
362,1,2022-12-29,22398,24.98,48.76,0.0,1.059,76.4,84.5,2.94,81.7,1
363,1,2022-12-30,22490,39.03,35.03,0.0,1.013,76.34,84.47,4.27,82.31,1
364,1,2022-12-31,22581,33.66,75.26,0.0,0.967,76.32,84.46,4.17,83.73,1
365,2,2022-01-01,245,7.96,77.65,7.416,10.436,84.98,91.54,2.84,76.87,0
366,2,2022-01-02,342,-5.77,52.67,7.319,10.386,84.94,91.52,7.99,77.97,0
367,2,2022-01-03,396,29.08,39.3,7.265,10.36,84.88,91.5,2.81,76.74,0
368,2,2022-01-04,419,22.71,63.35,7.239,10.348,84.83,91.49,5.53,76.68,0
369,2,2022-01-05,473,36.92,66.32,7.184,10.323,84.76,91.47,5.85,78.82,0
370,2,2022-01-06,557,8.67,37.87,7.096,10.282,84.66,91.43,3.19,76.96,0
371,2,2022-01-07,656,4.4,58.94,7.0,10.232,84.61,91.4,5.03,76.12,0
372,2,2022-01-08,720,26.57,87.07,6.94,10.201,84.58,91.39,4.46,77.11,0
373,2,2022-01-09,778,-7.85,74.67,6.881,10.171,84.53,91.37,7.4,77.88,0
374,2,2022-01-10,820,11.57,46.53,6.844,10.15,84.47,91.37,6.0,77.48,0
375,2,2022-01-11,902,0.76,81.9,6.759,10.11,84.39,91.36,7.69,77.33,0
376,2,2022-01-12,924,3.3,89.32,6.742,10.1,84.36,91.35,4.79,75.12,0
377,2,2022-01-13,968,35.85,74.34,6.697,10.078,84.33,91.31,4.08,76.88,0
378,2,2022-01-14,1008,-6.16,36.45,6.657,10.057,84.3,91.3,4.68,77.82,0
379,2,2022-01-15,1043,32.9,71.18,6.622,10.04,84.29,91.27,5.08,78.3,0
380,2,2022-01-16,1134,3.76,69.66,6.532,9.994,84.25,91.25,7.42,77.61,0
381,2,2022-01-17,1189,30.28,35.7,6.477,9.967,84.18,91.23,-0.81,77.53,0
382,2,2022-01-18,1254,6.72,47.62,6.415,9.934,84.15,91.22,5.2,78.79,0
383,2,2022-01-19,1275,26.7,44.26,6.39,9.925,84.06,91.21,6.05,76.83,0
384,2,2022-01-20,1346,2.99,82.03,6.321,9.889,84.01,91.2,5.56,78.36,0
385,2,2022-01-21,1415,-2.94,58.19,6.254,9.855,83.97,91.16,2.61,78.91,0
386,2,2022-01-22,1441,-5.94,89.48,6.226,9.843,83.88,91.14,1.63,76.0,0
387,2,2022-01-23,1476,20.94,66.58,6.191,9.825,83.86,91.13,6.11,80.5,0
388,2,2022-01-24,1570,2.68,52.97,6.095,9.779,83.8,91.11,4.09,78.99,0
389,2,2022-01-25,1655,23.82,61.6,6.009,9.737,83.73,91.1,2.5,78.9,0
390,2,2022-01-26,1731,22.52,34.86,5.935,9.697,83.66,91.09,4.16,76.14,0
391,2,2022-01-27,1798,-9.32,25.71,5.868,9.664,83.58,91.09,3.91,77.34,0
392,2,2022-01-28,1846,23.19,87.57,5.819,9.639,83.52,91.09,5.75,78.55,0
393,2,2022-01-29,1910,-2.47,79.61,5.754,9.609,83.46,91.07,6.28,79.33,0
394,2,2022-01-30,1996,23.98,86.21,5.667,9.567,83.42,91.05,3.87,78.22,0
395,2,2022-01-31,2029,24.23,83.19,5.634,9.553,83.36,91.03,2.3,79.24,0
396,2,2022-02-01,2079,4.94,82.38,5.583,9.53,83.28,91.01,8.12,77.27,0
397,2,2022-02-02,2170,39.44,35.8,5.492,9.485,83.23,90.99,7.14,78.47,0
398,2,2022-02-03,2254,39.78,60.79,5.409,9.445,83.19,90.99,5.54,79.46,0
399,2,2022-02-04,2333,24.73,45.53,5.329,9.407,83.11,90.96,6.06,78.81,0
400,2,2022-02-05,2397,15.0,71.12,5.264,9.374,83.08,90.93,7.89,78.42,0
401,2,2022-02-06,2488,1.63,35.82,5.168,9.329,83.05,90.91,7.36,80.76,0
402,2,2022-02-07,2534,1.69,64.64,5.122,9.305,83.01,90.9,8.38,79.59,0
403,2,2022-02-08,2625,-2.3,88.39,5.028,9.259,82.93,90.89,2.27,78.39,0
404,2,2022-02-09,2687,25.09,58.95,4.966,9.227,82.87,90.87,6.25,78.75,0
405,2,2022-02-10,2760,23.81,41.51,4.89,9.191,82.81,90.87,7.13,78.07,0
406,2,2022-02-11,2793,13.34,25.37,4.856,9.175,82.78,90.87,1.41,77.25,0
407,2,2022-02-12,2850,22.98,50.94,4.803,9.148,82.74,90.84,3.96,78.14,0
408,2,2022-02-13,2919,3.12,56.77,4.738,9.114,82.7,90.83,6.01,77.92,0
409,2,2022-02-14,2939,0.44,24.1,4.718,9.105,82.67,90.82,8.98,79.0,0
410,2,2022-02-15,2986,19.64,30.39,4.672,9.082,82.62,90.81,3.49,78.86,0
411,2,2022-02-16,3044,36.98,72.86,4.617,9.053,82.55,90.8,4.54,79.41,0
412,2,2022-02-17,3064,5.35,33.66,4.599,9.044,82.48,90.78,0.02,77.78,0
413,2,2022-02-18,3125,39.78,20.73,4.536,9.014,82.44,90.75,4.65,77.71,0
414,2,2022-02-19,3198,22.2,46.67,4.463,8.978,82.36,90.73,4.47,77.46,0
415,2,2022-02-20,3239,-0.03,38.51,4.427,8.959,82.31,90.71,4.53,78.81,0
416,2,2022-02-21,3280,13.92,21.47,4.386,8.939,82.25,90.67,6.39,77.73,0
417,2,2022-02-22,3302,-5.99,50.93,4.365,8.928,82.22,90.65,5.57,76.39,0
418,2,2022-02-23,3368,14.16,46.79,4.3,8.895,82.16,90.64,7.03,79.1,0
419,2,2022-02-24,3458,17.89,87.19,4.21,8.852,82.12,90.62,4.09,78.72,0
420,2,2022-02-25,3503,-1.51,28.89,4.163,8.828,82.05,90.59,4.47,78.47,0
421,2,2022-02-26,3573,23.62,31.89,4.091,8.794,81.96,90.58,4.3,79.08,0
422,2,2022-02-27,3618,39.43,22.9,4.043,8.771,81.93,90.58,4.35,78.82,0
423,2,2022-02-28,3703,-1.05,75.83,3.96,8.728,81.86,90.56,9.02,78.08,0
424,2,2022-03-01,3775,22.37,79.06,3.887,8.692,81.81,90.53,7.73,79.84,0
425,2,2022-03-02,3813,20.61,21.17,3.847,8.674,81.73,90.52,5.87,79.61,0
426,2,2022-03-03,3858,33.32,24.17,3.801,8.65,81.64,90.51,7.28,81.15,0
427,2,2022-03-04,3912,-7.04,64.3,3.749,8.624,81.56,90.5,-0.25,78.7,0
428,2,2022-03-05,4010,7.89,61.56,3.652,8.576,81.47,90.46,6.36,78.45,0
429,2,2022-03-06,4079,-8.74,44.84,3.582,8.542,81.39,90.45,2.4,78.93,0
430,2,2022-03-07,4147,15.66,29.14,3.515,8.508,81.31,90.45,1.31,79.47,0
431,2,2022-03-08,4204,-9.68,54.74,3.459,8.48,81.27,90.43,3.22,79.04,0
432,2,2022-03-09,4248,2.68,64.95,3.413,8.458,81.2,90.4,8.12,78.96,0
433,2,2022-03-10,4286,35.65,60.05,3.376,8.439,81.16,90.37,9.02,78.05,0
434,2,2022-03-11,4353,19.48,24.72,3.308,8.407,81.09,90.34,4.49,79.5,0
435,2,2022-03-12,4376,8.02,62.34,3.282,8.394,81.04,90.31,8.81,80.23,0
436,2,2022-03-13,4437,23.95,85.22,3.223,8.363,80.99,90.3,4.22,79.35,0
437,2,2022-03-14,4498,-3.12,20.07,3.162,8.331,80.96,90.27,6.58,80.31,0
438,2,2022-03-15,4540,5.63,48.75,3.117,8.31,80.91,90.26,6.73,79.26,0
439,2,2022-03-16,4579,-2.43,30.63,3.08,8.291,80.84,90.23,2.25,79.93,0
440,2,2022-03-17,4673,15.22,41.85,2.984,8.243,80.8,90.22,3.33,78.96,1
441,2,2022-03-18,4760,29.17,83.65,2.898,8.198,80.76,90.2,7.48,81.0,1
442,2,2022-03-19,4795,-8.72,75.16,2.865,8.181,80.73,90.19,5.52,79.85,1
443,2,2022-03-20,4841,5.12,80.11,2.82,8.157,80.69,90.16,5.31,79.25,1
444,2,2022-03-21,4888,1.56,37.05,2.772,8.133,80.61,90.15,6.46,80.28,1
445,2,2022-03-22,4966,37.29,41.9,2.696,8.094,80.54,90.12,2.19,80.74,1
446,2,2022-03-23,5065,32.98,87.16,2.598,8.043,80.48,90.1,2.31,79.97,1
447,2,2022-03-24,5132,26.02,55.78,2.53,8.01,80.44,90.08,5.95,80.72,1
448,2,2022-03-25,5168,24.85,45.41,2.495,7.992,80.42,90.05,3.97,79.58,1
449,2,2022-03-26,5195,7.49,80.37,2.467,7.977,80.37,90.03,5.38,78.14,1
450,2,2022-03-27,5285,-1.42,31.72,2.377,7.931,80.34,90.01,5.43,79.27,1
451,2,2022-03-28,5365,19.77,49.06,2.298,7.89,80.28,89.98,2.6,77.54,1
452,2,2022-03-29,5423,2.83,72.65,2.238,7.863,80.23,89.96,4.54,80.5,1
453,2,2022-03-30,5511,-7.26,34.3,2.149,7.816,80.17,89.94,6.66,80.82,1
454,2,2022-03-31,5531,33.81,70.59,2.129,7.807,80.14,89.94,7.91,80.74,1
455,2,2022-04-01,5620,-4.47,22.49,2.04,7.763,80.11,89.91,3.59,80.15,1
456,2,2022-04-02,5682,12.61,71.74,1.978,7.73,80.05,89.89,5.64,79.96,1
457,2,2022-04-03,5766,27.73,37.4,1.894,7.687,80.01,89.86,7.28,80.1,1
458,2,2022-04-04,5841,6.29,86.78,1.82,7.649,79.98,89.85,5.47,78.68,1
459,2,2022-04-05,5890,4.57,49.22,1.771,7.624,79.92,89.82,7.45,80.17,1
460,2,2022-04-06,5926,6.97,69.62,1.732,7.607,79.89,89.79,4.82,78.76,1
461,2,2022-04-07,6006,26.89,29.73,1.655,7.567,79.85,89.77,5.17,82.57,1
462,2,2022-04-08,6103,33.92,86.68,1.561,7.519,79.82,89.75,5.07,78.12,1
463,2,2022-04-09,6123,29.82,71.76,1.54,7.51,79.77,89.73,3.99,80.02,1
464,2,2022-04-10,6186,3.7,86.9,1.476,7.478,79.71,89.72,7.59,80.16,1
465,2,2022-04-11,6285,15.41,63.42,1.378,7.427,79.69,89.7,7.36,80.64,1
466,2,2022-04-12,6318,-6.55,43.44,1.344,7.411,79.61,89.67,6.03,82.06,1
467,2,2022-04-13,6400,2.09,49.82,1.261,7.368,79.56,89.64,8.21,80.38,1
468,2,2022-04-14,6478,25.63,33.52,1.184,7.328,79.49,89.64,4.27,80.11,1
469,2,2022-04-15,6535,20.49,36.86,1.126,7.301,79.43,89.63,6.13,79.85,1
470,2,2022-04-16,6563,9.86,37.19,1.1,7.287,79.34,89.59,3.06,81.13,1
471,2,2022-04-17,6656,12.19,39.77,1.009,7.241,79.32,89.59,3.52,81.53,1
472,2,2022-04-18,6722,37.6,71.65,0.944,7.209,79.25,89.58,4.71,81.16,1
473,2,2022-04-19,6794,7.11,87.31,0.876,7.173,79.24,89.56,6.73,81.04,1
474,2,2022-04-20,6820,31.65,89.0,0.848,7.162,79.19,89.54,4.68,79.79,1
475,2,2022-04-21,6845,19.17,52.49,0.826,7.149,79.14,89.51,3.69,79.5,1
476,2,2022-04-22,6927,27.43,53.78,0.744,7.109,79.06,89.5,3.77,81.41,1
477,2,2022-04-23,7024,38.11,57.49,0.647,7.062,79.01,89.49,6.92,80.96,1
478,2,2022-04-24,7102,17.53,30.72,0.569,7.022,78.95,89.46,1.55,79.79,1
479,2,2022-04-25,7198,36.84,56.1,0.471,6.975,78.93,89.43,7.33,80.45,1
480,2,2022-04-26,7265,7.0,80.88,0.402,6.942,78.86,89.41,6.65,81.25,1
481,2,2022-04-27,7354,-4.04,29.84,0.311,6.9,78.8,89.38,6.18,80.51,1
482,2,2022-04-28,7407,25.96,85.11,0.259,6.874,78.7,89.35,2.7,80.99,1
483,2,2022-04-29,7430,8.99,63.2,0.238,6.862,78.65,89.34,3.91,79.67,1
484,2,2022-04-30,7461,14.36,21.73,0.201,6.848,78.59,89.34,6.11,80.16,1
485,2,2022-05-01,7556,-0.71,25.95,0.103,6.8,78.53,89.31,4.51,81.6,1
486,2,2022-05-02,7613,4.39,70.73,0.046,6.772,78.47,89.29,5.06,80.5,1
487,2,2022-05-03,7642,27.03,53.95,0.02,6.757,78.43,89.28,1.94,78.15,1
488,2,2022-05-04,7737,29.15,72.51,0.0,6.71,78.35,89.26,5.24,80.15,1
489,2,2022-05-05,7808,-4.04,22.55,0.0,6.676,78.29,89.22,4.55,80.01,1
490,2,2022-05-06,7845,20.84,80.26,0.0,6.658,78.24,89.21,5.43,80.55,1
491,2,2022-05-07,7900,38.31,87.91,0.0,6.631,78.17,89.19,2.72,81.92,1
492,2,2022-05-08,7999,0.07,38.56,0.0,6.581,78.12,89.18,5.41,81.71,1
493,2,2022-05-09,8047,17.32,37.48,0.0,6.559,78.06,89.16,5.48,81.37,1
494,2,2022-05-10,8142,16.64,80.25,0.0,6.512,78.01,89.14,5.44,79.98,1
495,2,2022-05-11,8174,28.32,48.45,0.0,6.496,77.98,89.11,3.02,80.38,1
496,2,2022-05-12,8225,35.44,73.23,0.0,6.472,77.94,89.1,6.33,80.04,1
497,2,2022-05-13,8284,37.21,89.69,0.0,6.442,77.92,89.09,5.01,80.48,1
498,2,2022-05-14,8331,10.15,64.42,0.0,6.418,77.87,89.07,6.12,80.89,1
499,2,2022-05-15,8406,3.78,43.25,0.0,6.38,77.83,89.06,2.14,80.52,1
500,2,2022-05-16,8443,0.17,86.82,0.0,6.362,77.81,89.04,7.89,82.42,1
501,2,2022-05-17,8525,32.53,71.86,0.0,6.32,77.77,89.0,4.24,80.57,1
502,2,2022-05-18,8613,4.58,84.7,0.0,6.278,77.73,88.97,8.59,81.93,1
503,2,2022-05-19,8655,-9.17,43.73,0.0,6.257,77.68,88.98,4.44,81.26,1
504,2,2022-05-20,8725,8.41,88.53,0.0,6.222,77.67,88.97,8.57,81.46,1
505,2,2022-05-21,8774,12.18,85.72,0.0,6.198,77.67,88.93,4.5,81.49,1
506,2,2022-05-22,8872,31.32,59.04,0.0,6.148,77.61,88.94,5.89,82.19,1
507,2,2022-05-23,8927,20.75,32.3,0.0,6.121,77.6,88.92,4.03,80.24,1
508,2,2022-05-24,8956,37.0,44.01,0.0,6.107,77.55,88.91,3.46,79.95,1
509,2,2022-05-25,9040,25.28,56.51,0.0,6.064,77.5,88.9,2.38,83.18,1
510,2,2022-05-26,9092,-8.64,74.85,0.0,6.039,77.42,88.87,6.79,81.31,1
511,2,2022-05-27,9191,29.26,54.12,0.0,5.989,77.41,88.86,1.71,81.9,1
512,2,2022-05-28,9275,3.95,48.35,0.0,5.947,77.38,88.86,3.35,82.65,1
513,2,2022-05-29,9338,-6.8,25.2,0.0,5.916,77.31,88.86,5.09,81.9,1
514,2,2022-05-30,9420,-9.29,38.03,0.0,5.874,77.25,88.84,4.85,81.23,1
515,2,2022-05-31,9481,-4.81,40.68,0.0,5.844,77.21,88.83,3.3,79.48,1
516,2,2022-06-01,9535,29.09,53.89,0.0,5.816,77.17,88.81,5.05,79.87,1
517,2,2022-06-02,9616,3.04,20.64,0.0,5.777,77.1,88.77,4.28,81.97,1
518,2,2022-06-03,9669,12.51,84.81,0.0,5.751,77.1,88.76,4.24,82.0,1
519,2,2022-06-04,9693,38.34,87.07,0.0,5.738,77.06,88.73,3.91,80.71,1
520,2,2022-06-05,9767,-4.02,36.12,0.0,5.702,77.03,88.72,0.96,81.38,1
521,2,2022-06-06,9798,-0.39,41.66,0.0,5.686,76.94,88.7,4.11,82.88,1
522,2,2022-06-07,9851,-9.86,79.5,0.0,5.661,76.91,88.67,4.72,82.75,1
523,2,2022-06-08,9944,0.88,29.36,0.0,5.614,76.85,88.66,5.51,81.09,1
524,2,2022-06-09,10037,3.56,73.22,0.0,5.568,76.8,88.63,1.36,81.09,1
525,2,2022-06-10,10112,25.83,45.11,0.0,5.53,76.75,88.6,7.79,80.58,1
526,2,2022-06-11,10133,5.64,24.26,0.0,5.52,76.67,88.6,3.47,82.7,1
527,2,2022-06-12,10210,30.58,40.57,0.0,5.482,76.67,88.56,2.38,79.7,1
528,2,2022-06-13,10234,18.46,20.15,0.0,5.47,76.62,88.55,4.1,83.44,1
529,2,2022-06-14,10319,-8.65,51.45,0.0,5.428,76.53,88.55,4.18,79.9,1
530,2,2022-06-15,10408,-1.82,41.29,0.0,5.383,76.5,88.51,5.0,81.18,1
531,2,2022-06-16,10432,28.24,38.59,0.0,5.372,76.45,88.5,5.79,79.97,1
532,2,2022-06-17,10467,-3.33,68.42,0.0,5.353,76.42,88.48,6.78,82.15,1
533,2,2022-06-18,10544,31.41,63.82,0.0,5.314,76.35,88.46,4.39,80.84,1
534,2,2022-06-19,10589,31.06,87.86,0.0,5.291,76.31,88.45,7.92,81.66,1
535,2,2022-06-20,10666,20.14,65.8,0.0,5.254,76.24,88.43,10.93,82.95,1
536,2,2022-06-21,10728,2.75,73.75,0.0,5.223,76.17,88.41,4.25,83.76,1
537,2,2022-06-22,10807,-7.24,49.88,0.0,5.185,76.12,88.39,7.08,82.47,1
538,2,2022-06-23,10852,27.48,68.97,0.0,5.163,76.08,88.37,7.0,82.22,1
539,2,2022-06-24,10926,34.54,51.43,0.0,5.126,76.03,88.33,2.85,82.2,1
540,2,2022-06-25,11016,36.88,44.64,0.0,5.08,75.97,88.33,5.4,81.7,1
541,2,2022-06-26,11072,19.12,33.06,0.0,5.052,75.92,88.32,3.92,83.03,1
542,2,2022-06-27,11168,7.48,61.74,0.0,5.002,75.85,88.28,3.84,80.92,1
543,2,2022-06-28,11212,-3.69,29.09,0.0,4.979,75.8,88.27,2.41,80.92,1
544,2,2022-06-29,11284,20.11,42.56,0.0,4.942,75.74,88.25,6.8,80.76,1
545,2,2022-06-30,11306,5.71,87.06,0.0,4.931,75.69,88.24,5.84,81.58,1
546,2,2022-07-01,11341,15.03,83.82,0.0,4.912,75.63,88.21,7.05,81.72,1
547,2,2022-07-02,11429,14.67,83.81,0.0,4.868,75.61,88.2,6.74,80.24,1
548,2,2022-07-03,11455,2.62,84.07,0.0,4.855,75.58,88.18,8.82,82.68,1
549,2,2022-07-04,11534,-0.49,56.46,0.0,4.816,75.54,88.17,4.17,82.58,1
550,2,2022-07-05,11606,-3.48,65.04,0.0,4.78,75.5,88.15,4.36,81.35,1
551,2,2022-07-06,11669,1.47,35.28,0.0,4.748,75.45,88.14,5.34,83.22,1
552,2,2022-07-07,11690,31.62,89.41,0.0,4.736,75.42,88.11,4.64,82.43,1
553,2,2022-07-08,11725,29.03,83.71,0.0,4.722,75.39,88.09,6.38,82.23,1
554,2,2022-07-09,11793,37.64,36.75,0.0,4.688,75.33,88.07,7.79,83.17,1
555,2,2022-07-10,11841,2.86,70.36,0.0,4.663,75.3,88.05,6.64,82.51,1
556,2,2022-07-11,11917,-1.13,20.49,0.0,4.626,75.24,88.03,5.01,83.24,1
557,2,2022-07-12,11967,29.76,29.5,0.0,4.601,75.19,87.99,6.31,81.74,1
558,2,2022-07-13,11995,0.19,38.25,0.0,4.585,75.15,87.97,5.42,81.44,1
559,2,2022-07-14,12083,36.44,54.77,0.0,4.542,75.12,87.94,7.73,81.06,1
560,2,2022-07-15,12157,-6.47,45.31,0.0,4.504,75.09,87.94,3.05,83.29,1
561,2,2022-07-16,12228,35.51,30.81,0.0,4.469,75.06,87.91,2.49,82.49,1
562,2,2022-07-17,12272,37.99,79.61,0.0,4.446,75.0,87.88,7.04,79.88,1
563,2,2022-07-18,12351,-0.02,72.54,0.0,4.405,74.97,87.85,5.71,83.78,1
564,2,2022-07-19,12439,0.54,36.57,0.0,4.359,74.94,87.83,4.42,82.66,1
565,2,2022-07-20,12491,35.59,69.15,0.0,4.336,74.87,87.81,4.55,83.95,1
566,2,2022-07-21,12582,25.93,61.04,0.0,4.29,74.83,87.8,4.72,83.85,1
567,2,2022-07-22,12615,14.34,85.44,0.0,4.274,74.8,87.78,3.18,84.71,1
568,2,2022-07-23,12713,28.9,35.43,0.0,4.225,74.75,87.77,7.66,81.19,1
569,2,2022-07-24,12805,25.74,50.09,0.0,4.18,74.69,87.76,6.39,83.76,1
570,2,2022-07-25,12901,20.72,82.47,0.0,4.132,74.67,87.74,5.3,82.68,1
571,2,2022-07-26,12935,30.03,79.19,0.0,4.115,74.62,87.72,6.9,83.22,1
572,2,2022-07-27,13032,-2.67,31.18,0.0,4.068,74.56,87.69,4.84,82.79,1
573,2,2022-07-28,13079,16.01,22.6,0.0,4.044,74.5,87.68,4.07,83.52,1
