,car_id,date,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,vibration_level,maintenance_needed
1199,2,2022-07-19,39.67,87.23,0.0,6.832,4.34,0
1200,2,2022-07-20,31.04,34.54,0.0,6.784,6.05,0
1201,2,2022-07-21,27.45,51.62,0.0,6.74,10.28,0
1202,2,2022-07-22,23.95,31.05,0.0,6.719,5.24,0
1203,2,2022-07-23,1.62,72.61,0.0,6.689,2.15,0
1204,2,2022-07-24,-8.8,30.7,0.0,6.644,2.85,0
1205,2,2022-07-25,13.08,42.89,0.0,6.609,7.54,0
1206,2,2022-07-26,-1.39,66.79,0.0,6.576,7.02,0
1207,2,2022-07-27,30.36,37.52,0.0,6.536,4.04,0
1208,2,2022-07-28,13.44,27.08,0.0,6.525,6.25,0
1209,2,2022-07-29,39.82,43.3,0.0,6.501,7.57,0
1210,2,2022-07-30,8.62,69.54,0.0,6.488,7.43,1
1211,2,2022-07-31,-8.06,25.92,0.0,6.444,9.27,0
1212,2,2022-08-01,-9.84,20.92,0.0,6.411,6.94,0
1213,2,2022-08-02,33.92,82.23,0.0,6.371,3.21,0
1214,2,2022-08-03,-7.52,75.79,0.0,6.341,4.13,0
1215,2,2022-08-04,10.73,64.29,0.0,6.322,7.34,0
1216,2,2022-08-05,31.89,46.24,0.0,6.28,6.7,0
1217,2,2022-08-06,7.2,80.58,0.0,6.266,6.84,1
1218,2,2022-08-07,5.82,39.58,0.0,6.257,4.18,0
1219,2,2022-08-08,33.32,80.8,0.0,6.225,8.34,0
1220,2,2022-08-09,29.13,43.77,0.0,6.19,0.53,0
1221,2,2022-08-10,-1.59,44.35,0.0,6.154,8.19,0
1222,2,2022-08-11,29.77,21.83,0.0,6.122,3.07,0
1223,2,2022-08-12,2.87,46.01,0.0,6.084,6.12,0
1224,2,2022-08-13,29.57,60.03,0.0,6.055,0.98,0
1225,2,2022-08-14,-2.02,76.88,0.0,6.024,5.8,0
1226,2,2022-08-15,7.35,22.5,0.0,5.979,5.71,1
1227,2,2022-08-16,18.22,71.56,0.0,8.474,6.45,0
1228,2,2022-08-17,35.54,20.78,0.0,8.448,3.16,0
1229,2,2022-08-18,38.02,34.0,0.0,8.413,5.74,0
1230,2,2022-08-19,-7.15,76.91,0.0,8.371,2.99,0
1231,2,2022-08-20,13.07,64.12,0.0,8.331,6.56,0
1232,2,2022-08-21,2.54,54.13,0.0,8.304,2.44,0
1233,2,2022-08-22,35.62,87.36,0.0,8.271,5.97,0
1234,2,2022-08-23,22.8,38.62,0.0,8.259,4.4,0
1235,2,2022-08-24,-5.08,54.34,0.0,8.223,8.52,0
1236,2,2022-08-25,37.2,41.37,0.0,8.181,6.88,0
1237,2,2022-08-26,21.67,84.81,0.0,8.169,8.2,1
1238,2,2022-08-27,24.09,59.59,0.0,8.123,5.21,0
1239,2,2022-08-28,27.33,70.62,0.0,8.106,6.8,0
1240,2,2022-08-29,21.05,78.24,0.0,8.076,6.66,0
1241,2,2022-08-30,-4.94,54.08,0.0,8.028,5.64,0
1242,2,2022-08-31,35.14,22.02,0.0,7.98,4.71,0
1243,2,2022-09-01,19.69,26.2,0.0,7.961,7.13,0
1244,2,2022-09-02,25.09,65.77,0.0,7.944,4.47,0
1245,2,2022-09-03,17.73,21.08,0.0,7.924,5.64,0
1246,2,2022-09-04,35.36,79.08,0.0,7.9,5.08,0
1247,2,2022-09-05,-4.56,81.82,0.0,7.858,5.05,0
1248,2,2022-09-06,7.28,42.28,0.0,7.817,4.98,0
1249,2,2022-09-07,28.35,76.5,0.0,7.779,3.14,0
1250,2,2022-09-08,18.94,79.01,0.0,7.739,3.03,0
1251,2,2022-09-09,14.57,31.96,0.0,7.713,6.02,0
1252,2,2022-09-10,-8.0,81.64,0.0,7.697,5.59,0
1253,2,2022-09-11,24.76,45.42,0.0,7.657,4.16,0
1254,2,2022-09-12,-9.64,82.25,0.0,7.61,3.47,0
1255,2,2022-09-13,-9.85,70.84,0.0,7.588,5.53,0
1256,2,2022-09-14,-1.72,52.99,0.0,7.561,3.91,0
1257,2,2022-09-15,23.87,82.77,0.0,7.53,3.31,0
1258,2,2022-09-16,6.84,80.42,0.0,7.492,5.55,0
1259,2,2022-09-17,5.43,58.51,0.0,7.476,4.35,0
1260,2,2022-09-18,16.3,65.94,0.0,7.434,5.74,0
1261,2,2022-09-19,29.2,23.33,0.0,7.39,4.92,0
1262,2,2022-09-20,30.19,82.53,0.0,7.365,5.15,0
1263,2,2022-09-21,15.16,38.2,0.0,7.328,4.3,0
1264,2,2022-09-22,33.7,27.02,0.0,7.281,2.7,0
1265,2,2022-09-23,-2.3,23.3,0.0,7.258,1.4,0
1266,2,2022-09-24,28.31,61.36,0.0,7.208,8.89,0
1267,2,2022-09-25,21.73,86.14,0.0,7.19,5.07,0
1268,2,2022-09-26,0.25,54.37,0.0,7.17,3.32,0
1269,2,2022-09-27,3.19,77.81,0.0,7.134,4.11,0
1270,2,2022-09-28,16.53,33.92,0.0,7.111,5.13,0
1271,2,2022-09-29,5.28,50.64,0.0,7.064,1.57,0
1272,2,2022-09-30,22.25,28.05,0.0,7.018,3.93,0
1273,2,2022-10-01,11.64,41.51,0.0,7.006,2.8,0
1274,2,2022-10-02,5.85,65.37,0.0,6.979,4.22,0
1275,2,2022-10-03,-8.84,49.04,0.0,6.958,4.67,0
1276,2,2022-10-04,4.81,42.02,0.0,6.927,2.79,0
1277,2,2022-10-05,23.97,87.92,0.0,6.902,4.51,0
1278,2,2022-10-06,23.54,36.43,0.0,6.854,9.94,0
1279,2,2022-10-07,12.38,51.69,0.0,6.827,5.49,0
1280,2,2022-10-08,31.37,39.28,0.0,6.8,4.38,0
1281,2,2022-10-09,-2.63,85.42,0.0,6.752,4.45,0
1282,2,2022-10-10,-8.33,37.2,0.0,6.703,7.59,0
1283,2,2022-10-11,7.5,66.76,0.0,6.653,5.17,0
1284,2,2022-10-12,22.53,71.87,0.0,6.638,8.71,0
1285,2,2022-10-13,-2.54,55.81,0.0,6.608,7.93,0
1286,2,2022-10-14,-6.75,87.14,0.0,6.576,6.04,1
1287,2,2022-10-15,-9.91,85.07,0.0,6.555,4.02,0
1288,2,2022-10-16,-5.57,84.39,0.0,6.541,3.83,0
1289,2,2022-10-17,-7.34,73.72,0.0,6.519,2.95,0
1290,2,2022-10-18,21.22,38.9,0.0,6.482,8.63,0
1291,2,2022-10-19,26.47,66.27,0.0,6.472,2.91,0
1292,2,2022-10-20,12.83,83.07,0.0,6.437,4.08,0
1293,2,2022-10-21,-2.04,26.56,0.0,6.423,4.56,0
1294,2,2022-10-22,3.36,51.6,0.0,6.389,6.9,0
1295,2,2022-10-23,9.29,44.47,0.0,6.351,6.82,0
1296,2,2022-10-24,30.63,68.34,0.0,6.309,2.96,0
1297,2,2022-10-25,9.92,64.1,0.0,6.258,7.76,0
1298,2,2022-10-26,-8.45,83.6,0.0,6.214,4.19,0
1299,2,2022-10-27,2.82,89.28,0.0,6.177,4.79,0
1300,2,2022-10-28,18.65,44.09,0.0,6.142,5.32,0
1301,2,2022-10-29,26.19,58.56,0.0,6.113,3.87,0
1302,2,2022-10-30,2.85,60.93,0.0,6.079,8.54,0
1303,2,2022-10-31,30.46,52.18,0.0,6.068,5.88,0
1304,2,2022-11-01,26.22,30.22,0.0,6.019,4.89,0
1305,2,2022-11-02,20.27,55.74,0.0,5.994,4.69,1
1306,2,2022-11-03,-6.14,80.48,0.0,8.297,1.83,0
1307,2,2022-11-04,33.07,51.36,0.0,8.265,6.19,0
1308,2,2022-11-05,35.75,40.07,0.0,8.225,2.79,0
1309,2,2022-11-06,-4.43,84.44,0.0,8.2,4.05,0
1310,2,2022-11-07,-9.74,74.88,0.0,8.165,4.55,0
1311,2,2022-11-08,38.46,75.8,0.0,8.127,4.47,0
1312,2,2022-11-09,17.9,45.32,0.0,8.097,6.26,0
1313,2,2022-11-10,27.43,22.08,0.0,8.06,5.72,0
1314,2,2022-11-11,37.4,43.12,0.0,8.032,5.54,0
1315,2,2022-11-12,35.75,36.06,0.0,7.996,2.76,0
1316,2,2022-11-13,-4.18,74.02,0.0,7.962,5.87,0
1317,2,2022-11-14,14.51,85.51,0.0,7.937,3.56,0
1318,2,2022-11-15,0.62,26.88,0.0,7.911,5.45,0
1319,2,2022-11-16,-0.5,71.42,0.0,7.863,1.97,0
1320,2,2022-11-17,36.99,22.52,0.0,7.846,8.31,0
1321,2,2022-11-18,1.5,67.28,0.0,7.813,6.03,0
1322,2,2022-11-19,9.91,56.08,0.0,7.782,5.16,0
1323,2,2022-11-20,7.84,29.62,0.0,7.741,3.63,0
1324,2,2022-11-21,27.97,59.39,0.0,7.696,3.73,0
1325,2,2022-11-22,8.19,44.33,0.0,7.675,4.78,0
1326,2,2022-11-23,4.58,67.42,0.0,7.664,4.21,0
1327,2,2022-11-24,19.03,52.83,0.0,7.641,7.45,0
1328,2,2022-11-25,23.63,69.48,0.0,7.625,8.5,0
1329,2,2022-11-26,1.19,84.15,0.0,7.586,4.99,0
1330,2,2022-11-27,8.22,67.04,0.0,7.567,1.77,0
1331,2,2022-11-28,-9.41,36.6,0.0,7.534,2.93,0
1332,2,2022-11-29,39.29,37.03,0.0,7.52,4.1,0
1333,2,2022-11-30,26.75,21.12,0.0,7.487,3.42,0
1334,2,2022-12-01,8.15,65.45,0.0,7.449,6.57,0
1335,2,2022-12-02,34.47,30.96,0.0,7.4,6.93,0
1336,2,2022-12-03,13.1,25.16,0.0,7.387,3.77,0
1337,2,2022-12-04,26.93,65.92,0.0,7.349,9.35,0
1338,2,2022-12-05,13.89,49.49,0.0,7.332,6.34,0
1339,2,2022-12-06,6.03,83.3,0.0,7.306,9.76,1
1340,2,2022-12-07,16.01,61.48,0.0,7.281,5.1,0
1341,2,2022-12-08,8.71,44.62,0.0,7.259,5.58,0
1342,2,2022-12-09,17.26,54.0,0.0,7.237,2.3,0
1343,2,2022-12-10,-1.7,40.12,0.0,7.189,4.85,0
1344,2,2022-12-11,-1.53,27.5,0.0,7.154,3.48,0
1345,2,2022-12-12,37.33,51.56,0.0,7.118,5.67,0
1346,2,2022-12-13,31.32,48.58,0.0,7.103,1.14,0
1347,2,2022-12-14,30.39,46.41,0.0,7.072,6.66,0
1348,2,2022-12-15,8.87,88.22,0.0,7.057,5.28,0
1349,2,2022-12-16,37.91,21.01,0.0,7.031,5.24,0
1350,2,2022-12-17,35.25,53.16,0.0,6.997,2.29,0
1351,2,2022-12-18,-8.36,29.68,0.0,6.963,2.61,0
1352,2,2022-12-19,12.51,69.84,0.0,6.926,4.35,0
1353,2,2022-12-20,5.64,86.21,0.0,6.898,6.42,0
1354,2,2022-12-21,17.93,48.53,0.0,6.884,4.09,0
1355,2,2022-12-22,35.48,70.16,0.0,6.841,9.16,0
1356,2,2022-12-23,21.66,57.86,0.0,6.817,4.74,0
1357,2,2022-12-24,4.2,88.7,0.0,6.788,6.41,0
1358,2,2022-12-25,-1.35,48.52,0.0,6.747,4.36,0
1359,2,2022-12-26,21.01,71.22,0.0,6.705,5.21,0
1360,2,2022-12-27,-9.63,88.72,0.0,6.684,4.15,0
1361,2,2022-12-28,38.55,89.8,0.0,6.642,4.54,0
1362,2,2022-12-29,-8.76,75.18,0.0,6.627,9.33,0
1363,2,2022-12-30,4.77,47.78,0.0,6.579,8.13,0
1364,2,2022-12-31,-1.35,40.02,0.0,6.565,4.0,0
1365,2,2023-01-01,25.34,22.95,0.0,6.551,5.19,0
1366,2,2023-01-02,38.16,57.25,0.0,6.516,7.45,0
1367,2,2023-01-03,30.21,85.06,0.0,6.493,0.53,0
1368,2,2023-01-04,14.27,25.63,0.0,6.459,6.57,0
1369,2,2023-01-05,5.35,54.29,0.0,6.425,4.46,0
1370,2,2023-01-06,13.07,59.31,0.0,6.39,4.45,0
1371,2,2023-01-07,34.11,57.91,0.0,6.346,5.42,0
1372,2,2023-01-08,18.94,72.02,0.0,6.302,2.41,0
1373,2,2023-01-09,11.08,74.29,0.0,6.255,1.84,0
1374,2,2023-01-10,36.84,77.23,0.0,6.241,7.89,0
1375,2,2023-01-11,-3.89,48.53,0.0,6.231,5.92,0
1376,2,2023-01-12,-2.38,83.25,0.0,6.182,2.75,0
1377,2,2023-01-13,-7.1,24.52,0.0,6.166,3.75,0
1378,2,2023-01-14,-7.97,35.69,0.0,6.123,6.65,0
1379,2,2023-01-15,8.56,53.62,0.0,6.08,8.73,0
1380,2,2023-01-16,20.46,61.34,0.0,6.036,5.69,0
1381,2,2023-01-17,31.62,84.33,0.0,5.991,5.75,1
1382,2,2023-01-18,5.04,56.16,0.0,10.509,2.92,0
1383,2,2023-01-19,28.5,84.74,0.0,10.473,5.75,0
1384,2,2023-01-20,32.05,28.45,0.0,10.433,6.45,0
1385,2,2023-01-21,4.69,79.61,0.0,10.396,5.69,0
1386,2,2023-01-22,27.95,36.2,0.0,10.364,8.08,0
1387,2,2023-01-23,32.21,26.47,0.0,10.336,4.67,0
1388,2,2023-01-24,9.7,76.03,0.0,10.3,7.65,0
1389,2,2023-01-25,35.24,50.85,0.0,10.275,3.31,0
1390,2,2023-01-26,35.69,78.71,0.0,10.229,4.74,0
1391,2,2023-01-27,0.0,66.84,0.0,10.207,2.61,0
1392,2,2023-01-28,7.01,61.93,0.0,10.16,3.75,0
1393,2,2023-01-29,4.82,71.48,0.0,10.126,7.81,0
1394,2,2023-01-30,21.86,59.45,0.0,10.08,5.33,0
1395,2,2023-01-31,8.01,24.45,0.0,10.062,4.3,0
1396,2,2023-02-01,33.34,85.44,0.0,10.049,2.5,0
1397,2,2023-02-02,-5.65,68.36,0.0,10.029,6.43,0
1398,2,2023-02-03,4.64,74.36,0.0,9.996,6.82,0
1399,2,2023-02-04,31.78,50.64,0.0,9.964,3.55,0
1400,2,2023-02-05,1.3,54.55,0.0,9.915,5.36,0
1401,2,2023-02-06,-9.97,26.12,0.0,9.895,6.63,0
1402,2,2023-02-07,18.05,50.07,0.0,9.863,4.82,0
1403,2,2023-02-08,11.53,23.47,0.0,9.849,2.02,0
1404,2,2023-02-09,22.7,55.54,0.0,9.834,3.02,0
1405,2,2023-02-10,3.72,70.93,0.0,9.805,4.76,0
1406,2,2023-02-11,26.92,22.95,0.0,9.779,1.36,0
1407,2,2023-02-12,-7.05,39.3,0.0,9.747,8.3,0
1408,2,2023-02-13,4.2,53.16,0.0,9.704,6.6,0
1409,2,2023-02-14,13.99,62.42,0.0,9.66,7.91,1
1410,2,2023-02-15,-2.08,31.04,0.0,9.645,7.21,0
1411,2,2023-02-16,17.28,75.34,0.0,9.633,1.69,0
1412,2,2023-02-17,19.08,29.42,0.0,9.619,5.96,0
1413,2,2023-02-18,2.92,73.59,0.0,9.6,8.0,0
1414,2,2023-02-19,14.5,33.69,0.0,9.552,1.08,0
1415,2,2023-02-20,-9.37,28.76,0.0,9.502,7.33,0
1416,2,2023-02-21,16.0,35.91,0.0,9.474,3.05,0
1417,2,2023-02-22,32.83,53.26,0.0,9.437,3.02,0
1418,2,2023-02-23,-5.64,41.33,0.0,9.426,7.27,0
1419,2,2023-02-24,33.08,54.06,0.0,9.402,5.92,0
1420,2,2023-02-25,17.83,29.52,0.0,9.385,1.5,0
1421,2,2023-02-26,12.03,75.98,0.0,9.345,5.23,0
1422,2,2023-02-27,17.47,52.04,0.0,9.303,5.63,0
1423,2,2023-02-28,4.83,86.61,0.0,9.259,6.43,0
1424,2,2023-03-01,-8.21,82.51,0.0,9.228,3.53,0
1425,2,2023-03-02,35.89,49.54,0.0,9.211,9.12,0
1426,2,2023-03-03,4.37,80.66,0.0,9.171,5.6,0
1427,2,2023-03-04,2.54,53.5,0.0,9.131,8.83,0
1428,2,2023-03-05,18.78,68.89,0.0,9.102,2.94,0
1429,2,2023-03-06,13.51,34.29,0.0,9.076,3.76,0
1430,2,2023-03-07,26.27,31.4,0.0,9.058,8.86,0
1431,2,2023-03-08,20.69,30.14,0.0,9.035,6.72,0
1432,2,2023-03-09,38.69,75.04,0.0,9.015,4.44,0
1433,2,2023-03-10,26.04,55.55,0.0,8.985,3.25,0
1434,2,2023-03-11,22.49,79.09,0.0,8.975,5.5,0
1435,2,2023-03-12,-8.39,35.71,0.0,8.948,5.42,0
1436,2,2023-03-13,17.29,69.28,0.0,8.923,7.91,0
1437,2,2023-03-14,12.37,82.36,0.0,8.911,3.61,0
1438,2,2023-03-15,19.22,42.33,0.0,8.872,7.49,0
1439,2,2023-03-16,17.01,37.23,0.0,8.858,4.38,0
1440,2,2023-03-17,30.52,33.72,0.0,8.835,6.18,0
1441,2,2023-03-18,-7.21,63.06,0.0,8.818,6.14,0
1442,2,2023-03-19,9.31,54.9,0.0,8.79,4.27,0
1443,2,2023-03-20,37.19,55.85,0.0,8.761,5.02,0
1444,2,2023-03-21,-7.26,57.66,0.0,8.743,1.85,0
1445,2,2023-03-22,-8.19,39.2,0.0,8.701,6.67,0
1446,2,2023-03-23,18.73,62.93,0.0,8.687,7.91,0
1447,2,2023-03-24,9.68,55.81,0.0,8.661,2.11,0
1448,2,2023-03-25,-4.27,89.75,0.0,8.624,1.83,0
1449,2,2023-03-26,-4.9,28.45,0.0,8.596,5.62,0
1450,2,2023-03-27,-8.45,53.38,0.0,8.547,7.02,0
1451,2,2023-03-28,28.15,61.0,0.0,8.51,7.56,0
1452,2,2023-03-29,33.01,50.82,0.0,8.477,2.08,0
1453,2,2023-03-30,-4.2,49.63,0.0,8.463,5.67,0
1454,2,2023-03-31,22.8,23.79,0.0,8.431,4.61,0
1455,2,2023-04-01,23.43,88.46,0.0,8.403,6.63,0
1456,2,2023-04-02,30.27,65.04,0.0,8.363,1.15,0
1457,2,2023-04-03,-8.84,32.19,0.0,8.327,7.93,0
1458,2,2023-04-04,7.22,60.91,0.0,8.296,4.94,0
1459,2,2023-04-05,13.14,41.12,0.0,8.284,3.4,0
1460,2,2023-04-06,-6.78,58.8,0.0,8.248,6.82,0
1461,2,2023-04-07,12.62,20.51,0.0,8.232,7.77,0
1462,2,2023-04-08,14.53,66.13,0.0,8.198,6.48,1
1463,2,2023-04-09,15.62,76.3,0.0,8.162,4.75,0
1464,2,2023-04-10,25.36,48.19,0.0,8.118,1.94,0
1465,2,2023-04-11,-4.09,49.09,0.0,8.098,7.1,0
1466,2,2023-04-12,0.48,41.08,0.0,8.06,2.27,0
1467,2,2023-04-13,0.6,40.27,0.0,8.047,6.18,0
1468,2,2023-04-14,27.11,75.11,0.0,8.014,6.52,0
1469,2,2023-04-15,31.22,45.63,0.0,7.983,6.76,1
1470,2,2023-04-16,36.49,52.99,0.0,7.942,4.43,0
1471,2,2023-04-17,1.12,48.09,0.0,7.919,4.83,0
1472,2,2023-04-18,25.03,76.69,0.0,7.909,6.53,0
1473,2,2023-04-19,23.6,73.49,0.0,7.861,5.0,0
1474,2,2023-04-20,34.05,51.06,0.0,7.843,3.89,0
1475,2,2023-04-21,6.62,86.0,0.0,7.828,7.26,0
1476,2,2023-04-22,14.61,49.37,0.0,7.798,3.0,0
1477,2,2023-04-23,26.96,50.88,0.0,7.769,4.59,0
1478,2,2023-04-24,7.8,89.68,0.0,7.749,2.84,0
1479,2,2023-04-25,10.48,68.68,0.0,7.704,5.86,0
1480,2,2023-04-26,32.51,52.58,0.0,7.657,4.33,0
1481,2,2023-04-27,14.43,36.3,0.0,7.631,6.19,0
1482,2,2023-04-28,6.54,20.73,0.0,7.592,5.01,0
1483,2,2023-04-29,-2.15,46.22,0.0,7.55,4.37,0
1484,2,2023-04-30,38.15,37.33,0.0,7.509,2.42,0
1485,2,2023-05-01,36.62,30.92,0.0,7.465,5.88,0
1486,2,2023-05-02,24.11,86.12,0.0,7.453,4.69,0
1487,2,2023-05-03,16.54,89.05,0.0,7.418,4.1,0
1488,2,2023-05-04,-9.17,63.9,0.0,7.392,3.6,0
1489,2,2023-05-05,18.53,54.01,0.0,7.351,5.73,0
1490,2,2023-05-06,4.02,20.91,0.0,7.322,2.65,0
1491,2,2023-05-07,37.49,49.22,0.0,7.276,7.86,0
1492,2,2023-05-08,18.2,34.23,0.0,7.241,6.65,0
1493,2,2023-05-09,33.69,88.48,0.0,7.221,6.68,1
1494,2,2023-05-10,31.56,42.95,0.0,7.182,7.26,0
1495,2,2023-05-11,21.17,72.63,0.0,7.171,3.65,0
1496,2,2023-05-12,11.72,81.78,0.0,7.134,6.52,0
1497,2,2023-05-13,-8.21,62.52,0.0,7.118,7.43,0
1498,2,2023-05-14,25.88,86.84,0.0,7.09,4.58,0
1499,2,2023-05-15,25.34,28.5,0.0,7.047,4.26,0
1500,2,2023-05-16,29.32,21.78,0.0,7.022,4.53,0
1501,2,2023-05-17,22.99,67.16,0.0,7.002,7.53,0
1502,2,2023-05-18,16.61,46.53,0.0,6.986,3.68,0
1503,2,2023-05-19,15.01,59.73,0.0,6.944,4.82,0
1504,2,2023-05-20,32.43,66.93,0.0,6.909,2.98,0
1505,2,2023-05-21,-7.11,87.25,0.0,6.895,6.17,0
1506,2,2023-05-22,-0.83,46.89,0.0,6.873,0.35,0
1507,2,2023-05-23,5.87,51.07,0.0,6.864,7.15,0
1508,2,2023-05-24,1.02,80.67,0.0,6.819,3.18,0
1509,2,2023-05-25,33.64,26.93,0.0,6.772,3.05,0
1510,2,2023-05-26,27.78,46.92,0.0,6.757,2.94,0
1511,2,2023-05-27,39.42,22.99,0.0,6.715,4.97,0
1512,2,2023-05-28,26.47,77.73,0.0,6.687,9.8,0
1513,2,2023-05-29,-2.24,23.56,0.0,6.64,3.61,0
1514,2,2023-05-30,30.62,83.93,0.0,6.614,4.85,0
1515,2,2023-05-31,17.5,30.64,0.0,6.594,1.42,0
1516,2,2023-06-01,-7.14,55.16,0.0,6.556,2.08,0
1517,2,2023-06-02,27.19,87.08,0.0,6.543,3.57,0
1518,2,2023-06-03,29.31,73.17,0.0,6.507,5.19,0
1519,2,2023-06-04,35.31,75.59,0.0,6.497,6.36,0
1520,2,2023-06-05,37.78,74.41,0.0,6.462,2.88,0
1521,2,2023-06-06,3.23,61.48,0.0,6.433,5.16,0
1522,2,2023-06-07,-2.8,32.77,0.0,6.391,3.73,0
1523,2,2023-06-08,10.41,82.31,0.0,6.347,2.47,0
1524,2,2023-06-09,24.01,44.95,0.0,6.303,2.2,0
1525,2,2023-06-10,6.74,52.66,0.0,6.288,4.56,0
1526,2,2023-06-11,5.34,63.35,0.0,6.24,5.03,0
1527,2,2023-06-12,-0.58,72.0,0.0,6.217,7.03,0
1528,2,2023-06-13,22.05,89.42,0.0,6.183,3.54,0
1529,2,2023-06-14,-0.23,24.4,0.0,6.156,3.07,0
1530,2,2023-06-15,34.22,65.41,0.0,6.132,5.12,0
1531,2,2023-06-16,39.55,36.92,0.0,6.119,2.36,0
1532,2,2023-06-17,-7.7,54.91,0.0,6.081,4.89,0
1533,2,2023-06-18,21.57,38.22,0.0,6.042,5.7,0
1534,2,2023-06-19,26.22,62.15,0.0,5.998,3.29,1
1535,2,2023-06-20,5.69,34.83,0.0,10.911,3.94,0
1536,2,2023-06-21,0.44,28.51,0.0,10.891,4.64,0
1537,2,2023-06-22,-8.86,40.64,0.0,10.847,5.93,0
1538,2,2023-06-23,-6.17,62.35,0.0,10.832,4.78,0
1539,2,2023-06-24,6.19,84.52,0.0,10.798,3.13,0
1540,2,2023-06-25,22.25,25.1,0.0,10.776,5.32,0
1541,2,2023-06-26,36.28,55.93,0.0,10.741,3.19,0
1542,2,2023-06-27,-5.15,53.71,0.0,10.692,3.31,0
1543,2,2023-06-28,16.41,82.93,0.0,10.669,3.74,0
1544,2,2023-06-29,-1.64,58.9,0.0,10.644,2.64,0
1545,2,2023-06-30,7.32,89.64,0.0,10.624,6.99,0
1546,2,2023-07-01,-9.44,81.78,0.0,10.597,3.76,0
1547,2,2023-07-02,33.43,38.03,0.0,10.582,7.8,0
1548,2,2023-07-03,21.88,37.22,0.0,10.569,3.45,0
1549,2,2023-07-04,20.16,77.08,0.0,10.556,6.06,0
1550,2,2023-07-05,35.66,36.0,0.0,10.517,5.69,0
1551,2,2023-07-06,17.39,73.73,0.0,10.476,3.6,0
1552,2,2023-07-07,15.06,54.76,0.0,10.465,5.32,0
1553,2,2023-07-08,9.35,82.62,0.0,10.416,3.47,0
1554,2,2023-07-09,8.08,30.64,0.0,10.382,3.58,0
1555,2,2023-07-10,-2.96,51.73,0.0,10.361,6.47,0
1556,2,2023-07-11,-0.8,77.84,0.0,10.329,2.86,0
1557,2,2023-07-12,12.62,40.88,0.0,10.313,3.44,0
1558,2,2023-07-13,22.12,49.68,0.0,10.273,3.0,0
1559,2,2023-07-14,35.44,74.53,0.0,10.236,2.79,0
1560,2,2023-07-15,-6.38,86.13,0.0,10.227,5.46,0
1561,2,2023-07-16,0.47,76.1,0.0,10.213,4.44,0
1562,2,2023-07-17,26.08,35.74,0.0,10.17,2.23,0
1563,2,2023-07-18,27.19,85.47,0.0,10.135,-0.91,0
1564,2,2023-07-19,16.2,31.4,0.0,10.108,5.51,0
1565,2,2023-07-20,17.09,22.84,0.0,10.091,7.65,0
1566,2,2023-07-21,-5.92,22.28,0.0,10.071,7.44,0
1567,2,2023-07-22,16.18,80.28,0.0,10.038,6.97,1
1568,2,2023-07-23,5.32,87.54,0.0,10.019,3.84,0
1569,2,2023-07-24,34.39,77.03,0.0,9.993,2.41,0
1570,2,2023-07-25,5.62,53.04,0.0,9.947,4.71,0
1571,2,2023-07-26,12.18,64.42,0.0,9.916,6.73,0
1572,2,2023-07-27,35.97,73.24,0.0,9.883,-0.23,0
1573,2,2023-07-28,26.57,88.26,0.0,9.869,2.16,0
1574,2,2023-07-29,10.87,89.22,0.0,9.843,2.35,0
1575,2,2023-07-30,0.56,84.74,0.0,9.815,2.8,0
1576,2,2023-07-31,19.35,57.08,0.0,9.78,4.73,0
1577,2,2023-08-01,-8.57,43.73,0.0,9.769,3.48,0
1578,2,2023-08-02,21.12,79.11,0.0,9.718,7.01,0
1579,2,2023-08-03,25.29,28.97,0.0,9.687,4.37,0
1580,2,2023-08-04,-6.23,64.3,0.0,9.641,5.7,0
1581,2,2023-08-05,18.46,82.71,0.0,9.624,5.31,0
1582,2,2023-08-06,2.86,58.37,0.0,9.583,4.32,0
1583,2,2023-08-07,8.93,27.43,0.0,9.55,4.1,0
1584,2,2023-08-08,-3.55,77.11,0.0,9.527,2.27,0
1585,2,2023-08-09,5.85,42.14,0.0,9.512,9.07,0
1586,2,2023-08-10,23.4,36.69,0.0,9.493,6.64,0
1587,2,2023-08-11,19.61,88.96,0.0,9.444,5.59,0
1588,2,2023-08-12,35.77,63.88,0.0,9.404,7.9,0
1589,2,2023-08-13,0.62,26.23,0.0,9.374,5.61,0
1590,2,2023-08-14,8.83,65.05,0.0,9.347,6.35,0
1591,2,2023-08-15,20.88,41.86,0.0,9.309,7.24,0
1592,2,2023-08-16,26.61,69.4,0.0,9.263,3.17,0
1593,2,2023-08-17,-2.49,74.06,0.0,9.235,6.21,0
1594,2,2023-08-18,35.14,54.9,0.0,9.201,7.04,0
1595,2,2023-08-19,26.65,32.36,0.0,9.168,3.64,0
1596,2,2023-08-20,11.2,82.26,0.0,9.156,2.35,0
1597,2,2023-08-21,15.98,35.87,0.0,9.124,3.48,0
1598,2,2023-08-22,18.68,29.47,0.0,9.08,3.39,0
1599,2,2023-08-23,-2.79,51.45,0.0,9.066,5.11,0
1600,2,2023-08-24,33.52,50.04,0.0,9.018,3.83,0
1601,2,2023-08-25,13.03,78.44,0.0,8.969,6.51,0
1602,2,2023-08-26,32.41,67.8,0.0,8.955,5.41,0
1603,2,2023-08-27,18.03,68.31,0.0,8.916,2.34,0
1604,2,2023-08-28,2.9,70.13,0.0,8.906,6.97,0
1605,2,2023-08-29,-6.54,63.65,0.0,8.865,5.63,0
